divisjon,klasse,rundeid,rundenavn,aspekt,score,navn,klubb,medlemmer,dato,url
Langbue,Herrer Senior,26,720-runde,30m,651,Johnny Bergestuen,Klepp Bueskyttere,,2019-05-18,https://rekord.bueskyting.no/rekord.php?rundeid=26&divisjon=Langbue
Langbue,Herrer Senior,26,720-runde,Lag,1807,,Moss Bueskyttere,"Ulf Hansen, Trond Kvitnes, Daniel A. Lauritsen",2019-08-26,https://rekord.bueskyting.no/rekord.php?rundeid=26&divisjon=Langbue
Langbue,Herrer U18,26,720-runde,30m,543,Håkon S. Johnsen,Fana Bueskytterklubb,,2019-09-10,https://rekord.bueskyting.no/rekord.php?rundeid=26&divisjon=Langbue
Langbue,Herrer U21,26,720-runde,30m,604,Vetle Eiterjord,Stavanger Bueskyttere,,2016-05-04,https://rekord.bueskyting.no/rekord.php?rundeid=26&divisjon=Langbue
Langbue,Herrer U21,26,720-runde,Lag,1282,,Stavanger Bueskyttere,"Vetle Eiterjord, Endre Vik Larsen, Paul Koppe",2015-11-03,https://rekord.bueskyting.no/rekord.php?rundeid=26&divisjon=Langbue
Langbue,Jenter U16,26,720-runde,25m,540,Elise Støle,Harstad Bueskyttere,,2022-08-10,https://rekord.bueskyting.no/rekord.php?rundeid=26&divisjon=Langbue
Langbue,Mix2 50+,26,720-runde,Lag,1199,,Sørumsand IF – Bueskyttergruppe,"Vera Wivi-Ann Kribe, Knut Flateby",2025-07-24,https://rekord.bueskyting.no/rekord.php?rundeid=26&divisjon=Langbue
Langbue,Mix2 Senior,26,720-runde,Lag,1232,,Sørumsand IF – Bueskyttergruppe,"Therese Jacobsen, Morten Sigvartsen",2022-07-03,https://rekord.bueskyting.no/rekord.php?rundeid=26&divisjon=Langbue
Langbue,Mix2 U21,26,720-runde,Lag,670,,Lillehammer Bueskytterklubb,"Kari Sandburg, Sondre Albrigtsen",2021-07-07,https://rekord.bueskyting.no/rekord.php?rundeid=26&divisjon=Langbue
Langbue,Damer 50,27,30 piler 18 m,18m,237,Lidia Kouzguinova,Vigra IL - Bueskyttere,,2023-01-03,https://rekord.bueskyting.no/rekord.php?rundeid=27&divisjon=Langbue
Langbue,Damer Senior,27,30 piler 18 m,18m,253,Therese Jacobsen,Sørumsand IF – Bueskyttergruppe,,2022-12-07,https://rekord.bueskyting.no/rekord.php?rundeid=27&divisjon=Langbue
Langbue,Damer U18,27,30 piler 18 m,18m,225,Lotte Thingnes,Harstad Bueskyttere,,2025-02-27,https://rekord.bueskyting.no/rekord.php?rundeid=27&divisjon=Langbue
Langbue,Damer U21,27,30 piler 18 m,18m,225,Lotte Thingnes,Harstad Bueskyttere,,2025-02-27,https://rekord.bueskyting.no/rekord.php?rundeid=27&divisjon=Langbue
Langbue,Gutter U16,27,30 piler 18 m,18m,251,Vilhelm Henningsen,Drammen Bueskyttere,,2023-03-24,https://rekord.bueskyting.no/rekord.php?rundeid=27&divisjon=Langbue
Langbue,Herrer 50,27,30 piler 18 m,18m,257,Knut Flateby,Sørumsand IF – Bueskyttergruppe,,2025-01-02,https://rekord.bueskyting.no/rekord.php?rundeid=27&divisjon=Langbue
Langbue,Herrer Senior,27,30 piler 18 m,18m,257,Knut Flateby,Sørumsand IF – Bueskyttergruppe,,2025-01-02,https://rekord.bueskyting.no/rekord.php?rundeid=27&divisjon=Langbue
Langbue,Herrer Senior,27,30 piler 18 m,Lag,555,,Sørumsand IF – Bueskyttergruppe,"Roy Hviding, Morten Sigvartsen, Tor Børrud",2022-12-07,https://rekord.bueskyting.no/rekord.php?rundeid=27&divisjon=Langbue
Langbue,Herrer U18,27,30 piler 18 m,18m,251,Vilhelm Henningsen,Drammen Bueskyttere,,2023-03-24,https://rekord.bueskyting.no/rekord.php?rundeid=27&divisjon=Langbue
Langbue,Herrer U21,27,30 piler 18 m,18m,251,Vilhelm Henningsen,Drammen Bueskyttere,,2023-03-24,https://rekord.bueskyting.no/rekord.php?rundeid=27&divisjon=Langbue
Langbue,Jenter U16,27,30 piler 18 m,18m,225,Lotte Thingnes,Harstad Bueskyttere,,2025-02-27,https://rekord.bueskyting.no/rekord.php?rundeid=27&divisjon=Langbue
Langbue,Mix2 50+,27,30 piler 18 m,Lag,464,,Harstad Bueskyttere,"Tove Aune Johansen, Sven-Ove Johansen",2026-02-13,https://rekord.bueskyting.no/rekord.php?rundeid=27&divisjon=Langbue
Langbue,Mix2 Senior,27,30 piler 18 m,Lag,464,,Harstad Bueskyttere,"Tove Aune Johansen, Sven-Ove Johansen",2026-02-13,https://rekord.bueskyting.no/rekord.php?rundeid=27&divisjon=Langbue
Langbue,Damer Senior,28,2 x 720-runde,30m,1014,Stine Knutsen Leganger,Fana Bueskytterklubb,,2025-05-06,https://rekord.bueskyting.no/rekord.php?rundeid=28&divisjon=Langbue
Langbue,Herrer 50,28,2 x 720-runde,30m,1072,Knut Inge Johnsen,Fana Bueskytterklubb,,2021-09-03,https://rekord.bueskyting.no/rekord.php?rundeid=28&divisjon=Langbue
Langbue,Herrer Senior,28,2 x 720-runde,30m,1224,Carl André Dahl,Fana Bueskytterklubb,,2021-09-03,https://rekord.bueskyting.no/rekord.php?rundeid=28&divisjon=Langbue
Langbue,Mix2 Senior,28,2 x 720-runde,Lag,1747,,Fana Bueskytterklubb,"Stine Knutsen Leganger, Tom Olsen",2026-05-06,https://rekord.bueskyting.no/rekord.php?rundeid=28&divisjon=Langbue
Recurve,Damer 50,3,Skandiarunde,40m,275,Stine Nygaard,Fredrikstad Bueskyttere,,2017-06-04,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Recurve
Recurve,Damer 50,3,Skandiarunde,50m,264,Vera W.Ann Kribe,Finstadbru Bueskyttere,,2011-06-02,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Recurve
Recurve,Damer 50,3,Skandiarunde,60m,257,Lin Kristin Vestlund,Fredrikstad Bueskyttere,,2025-10-10,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Recurve
Recurve,Damer 50,3,Skandiarunde,Total,790,Stine Nygaard,Fredrikstad Bueskyttere,,2017-06-04,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Recurve
Recurve,Damer Senior,3,Skandiarunde,40m,297,Wenche Hess,Horten Bueskyttere,,1997-06-21,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Recurve
Recurve,Damer Senior,3,Skandiarunde,50m,289,Wenche Hess,Horten Bueskyttere,,1995-06-21,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Recurve
Recurve,Damer Senior,3,Skandiarunde,60m,278,Wenche Hess,Horten Bueskyttere,,1995-07-13,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Recurve
Recurve,Damer Senior,3,Skandiarunde,Lag,2317,,Sandefjord Bueskyttere,"Inger Sandbæk, Ralitsa Inova Gencheva, Line B. Ridderstrøm",2015-09-15,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Recurve
Recurve,Damer Senior,3,Skandiarunde,Total,852,Wenche Hess,Horten Bueskyttere,,1995-07-13,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Recurve
Recurve,Damer U18,3,Skandiarunde,40m,287,Katrine Hillestad,Stavanger Bueskyttere,,2018-07-18,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Recurve
Recurve,Damer U18,3,Skandiarunde,50m,277,Katrine Hillestad,Stavanger Bueskyttere,,2018-07-18,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Recurve
Recurve,Damer U18,3,Skandiarunde,60m,275,Katrine Hillestad,Stavanger Bueskyttere,,2018-07-18,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Recurve
Recurve,Damer U18,3,Skandiarunde,Total,839,Katrine Hillestad,Stavanger Bueskyttere,,2018-07-18,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Recurve
Recurve,Damer U21,3,Skandiarunde,40m,292,Amalie Storelv,Tinden Bueskytterklubb,,2024-05-14,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Recurve
Recurve,Damer U21,3,Skandiarunde,50m,277,Katrine Hillestad,Stavanger Bueskyttere,,2018-07-18,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Recurve
Recurve,Damer U21,3,Skandiarunde,60m,276,Amalie Storelv,Tinden Bueskytterklubb,,2024-05-14,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Recurve
Recurve,Damer U21,3,Skandiarunde,Lag,1627,,Hyen IL,"Synnøve Solheim, Joveig Røyrvik, Brit Holme",1976-07-14,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Recurve
Recurve,Damer U21,3,Skandiarunde,Total,845,Amalie Storelv,Tinden Bueskytterklubb,,2024-05-14,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Recurve
Recurve,Gutter U16,3,Skandiarunde,20m,297,Joakim Klingsheim,Klepp Bueskyttere,,2013-06-21,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Recurve
Recurve,Gutter U16,3,Skandiarunde,30m,285,Joakim Klingsheim,Klepp Bueskyttere,,2013-07-26,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Recurve
Recurve,Gutter U16,3,Skandiarunde,40m,283,Sander T. Hasthi,Sarpsborg Bueskyttere,,2014-06-14,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Recurve
Recurve,Gutter U16,3,Skandiarunde,Lag,2314,,Larvik Bueskyttere,"Ole Johan Holm Ness, Johannes Gjone, Marcus Hoff Jakobsen",2011-06-02,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Recurve
Recurve,Gutter U16,3,Skandiarunde,Total,861,Sander T. Hasthi,Sarpsborg Bueskyttere,,2014-06-14,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Recurve
Recurve,Herrer 50,3,Skandiarunde,40m,289,Jan E. Ellingsen,Moss Bueskyttere,,2004-05-12,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Recurve
Recurve,Herrer 50,3,Skandiarunde,50m,286,Sigmund Lindberget,Elverum Bueskyttere,,2009-05-21,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Recurve
Recurve,Herrer 50,3,Skandiarunde,60m,280,Tore Klumsten,Lillestrøm & Omegn Bueskyttere,,2002-09-01,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Recurve
Recurve,Herrer 50,3,Skandiarunde,Lag,2303,,Klepp Bueskyttere,"Oddvar Figved, Martin Figved, Norulf Åmås",2003-06-05,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Recurve
Recurve,Herrer 50,3,Skandiarunde,Total,839,Jan E. Ellingsen,Moss Bueskyttere,,2004-05-12,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Recurve
Recurve,Herrer Senior,3,Skandiarunde,40m,297,Martinus Grov,Førde Bogeskyttarklubb,,1995-05-24,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Recurve
Recurve,Herrer Senior,3,Skandiarunde,50m,293,Paul Andre Hagen,Sandefjord Bueskyttere,,2019-06-09,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Recurve
Recurve,Herrer Senior,3,Skandiarunde,60m,284,Baard Lindberg,Tønsberg & Omegn Bueskyttere,,1992-06-06,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Recurve
Recurve,Herrer Senior,3,Skandiarunde,Lag,2499,,Moss Bueskyttere,"Jan E. Ellingsen, John Måleng, Magnar Smørdal",1995-01-01,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Recurve
Recurve,Herrer Senior,3,Skandiarunde,Total,867,Paul Andre Hagen,Sandefjord Bueskyttere,,2019-06-09,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Recurve
Recurve,Herrer U18,3,Skandiarunde,40m,290,Thomas Ellingsen,Moss Bueskyttere,,1988-07-19,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Recurve
Recurve,Herrer U18,3,Skandiarunde,50m,285,Sander T. Hasthi,Sarpsborg Bueskyttere,,2016-05-15,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Recurve
Recurve,Herrer U18,3,Skandiarunde,60m,271,Alexander Amble,Sandefjord Bueskyttere,,2024-05-14,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Recurve
Recurve,Herrer U18,3,Skandiarunde,Total,836,Sander T. Hasthi,Sarpsborg Bueskyttere,,2016-05-15,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Recurve
Recurve,Herrer U21,3,Skandiarunde,40m,296,Bård Nesteng,Fredrikstad Bueskyttere,,1997-05-14,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Recurve
Recurve,Herrer U21,3,Skandiarunde,50m,288,Bård Nesteng,Fredrikstad Bueskyttere,,1996-08-21,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Recurve
Recurve,Herrer U21,3,Skandiarunde,60m,279,Bård Nesteng,Fredrikstad Bueskyttere,,1996-08-21,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Recurve
Recurve,Herrer U21,3,Skandiarunde,Lag,2397,,Fredrikstad Bueskyttere,"Bård Nesteng, Rene Dubec, Ragnar Larsen",1994-08-17,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Recurve
Recurve,Herrer U21,3,Skandiarunde,Total,861,Bård Nesteng,Fredrikstad Bueskyttere,,1996-08-21,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Recurve
Recurve,Jenter U16,3,Skandiarunde,20m,299,Katrine Hillestad,Stavanger Bueskyttere,,2015-07-05,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Recurve
Recurve,Jenter U16,3,Skandiarunde,30m,284,Ida Linnea Blindheimsvik,Vigra IL - Bueskyttere,,2018-07-30,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Recurve
Recurve,Jenter U16,3,Skandiarunde,40m,283,Katrine Hillestad,Stavanger Bueskyttere,,2015-07-05,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Recurve
Recurve,Jenter U16,3,Skandiarunde,Lag,2221,,Lillestrøm & Omegn Bueskyttere,"Vilde Helene Halle, Emilie Flateby, Sara Sakura Syvertsen",2023-05-23,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Recurve
Recurve,Jenter U16,3,Skandiarunde,Total,864,Katrine Hillestad,Stavanger Bueskyttere,,2015-07-05,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Recurve
Recurve,Mix2 50+,3,Skandiarunde,Lag,1492,,Lillestrøm & Omegn Bueskyttere,"Ragnhild Nordmelan, Henrik Stabell",2019-06-20,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Recurve
Recurve,Mix2 Senior,3,Skandiarunde,Lag,1626,,Sandefjord Bueskyttere,"Laila Fevang, Paul A. Hagen",2018-05-20,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Recurve
Recurve,Mix2 U16,3,Skandiarunde,Lag,1641,,Lillestrøm & Omegn Bueskyttere,"Vilde Helene Halle, Even Wiechert",2023-05-23,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Recurve
Recurve,Mix2 U18,3,Skandiarunde,Lag,1437,,Fana Bueskytterklubb,"Malin Bratlund Hustveit, Asbjørn Olav Orvedal",2019-07-09,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Recurve
Recurve,Mix2 U21,3,Skandiarunde,Lag,1437,,Fana Bueskytterklubb,"Malin Bratlund Hustveit, Asbjørn Olav Orvedal",2019-07-09,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Recurve
Recurve,Damer 50,4,Norgesrunde,50m,579,Lin Kristin Vestlund,Fredrikstad Bueskyttere,,2025-09-05,https://rekord.bueskyting.no/rekord.php?rundeid=4&divisjon=Recurve
Recurve,Damer Senior,4,Norgesrunde,50m,636,Wenche Hess,Horten Bueskyttere,,1995-07-11,https://rekord.bueskyting.no/rekord.php?rundeid=4&divisjon=Recurve
Recurve,Damer Senior,4,Norgesrunde,Lag,1559,,Klepp Bueskyttere,"Annmereth Michaelsen, Anne B. Djøseland, Siv Rosland",2005-06-23,https://rekord.bueskyting.no/rekord.php?rundeid=4&divisjon=Recurve
Recurve,Damer U18,4,Norgesrunde,50m,624,Katrine Hillestad,Stavanger Bueskyttere,,2017-09-13,https://rekord.bueskyting.no/rekord.php?rundeid=4&divisjon=Recurve
Recurve,Damer U21,4,Norgesrunde,50m,624,Katrine Hillestad,Stavanger Bueskyttere,,2017-09-13,https://rekord.bueskyting.no/rekord.php?rundeid=4&divisjon=Recurve
Recurve,Gutter U16,4,Norgesrunde,30m,636,Sondre Mølslett,Tustna IL - Bueskyttergruppe,,2014-07-01,https://rekord.bueskyting.no/rekord.php?rundeid=4&divisjon=Recurve
Recurve,Herrer 50,4,Norgesrunde,50m,635,Sigmund Lindberget,Elverum Bueskyttere,,2010-06-16,https://rekord.bueskyting.no/rekord.php?rundeid=4&divisjon=Recurve
Recurve,Herrer 50,4,Norgesrunde,Lag,1617,,Klepp Bueskyttere,"Torbjørn Hadland, Martin Figved, Norulf Åmås",2007-04-28,https://rekord.bueskyting.no/rekord.php?rundeid=4&divisjon=Recurve
Recurve,Herrer Senior,4,Norgesrunde,Lag,1898,,Skudeneshavn Bueskytterklubb,"Haakon Haakonsen, Hans Kristian Haakonsen, Ole Kristian Vikra Hemnes",2020-09-17,https://rekord.bueskyting.no/rekord.php?rundeid=4&divisjon=Recurve
Recurve,Herrer U18,4,Norgesrunde,50m,652,Hans Kristian Haakonsen,Skudeneshavn Bueskytterklubb,,2020-09-17,https://rekord.bueskyting.no/rekord.php?rundeid=4&divisjon=Recurve
Recurve,Herrer U21,4,Norgesrunde,50m,659,Bård Nesteng,Fredrikstad Bueskyttere,,1996-08-07,https://rekord.bueskyting.no/rekord.php?rundeid=4&divisjon=Recurve
Recurve,Herrer U21,4,Norgesrunde,Lag,1826,,Kristiansand Bueskyttere,"Vetle Risinggård, Nicolai Øgland, Tor Erik Nordskag",2007-05-06,https://rekord.bueskyting.no/rekord.php?rundeid=4&divisjon=Recurve
Recurve,Jenter U16,4,Norgesrunde,30m,640,Vilde Helene Halle,Lillestrøm & Omegn Bueskyttere,,2023-09-22,https://rekord.bueskyting.no/rekord.php?rundeid=4&divisjon=Recurve
Recurve,Mix2 50+,4,Norgesrunde,Lag,1032,,Lillestrøm & Omegn Bueskyttere,"Ragnhild Nordmelan, Manfred Moldenhauer",2019-09-08,https://rekord.bueskyting.no/rekord.php?rundeid=4&divisjon=Recurve
Recurve,Mix2 Senior,4,Norgesrunde,Lag,1186,,Fredrikstad Bueskyttere,"Lisbeth Iversen, Lars Erik Humlekjær",2021-07-19,https://rekord.bueskyting.no/rekord.php?rundeid=4&divisjon=Recurve
Recurve,Mix2 U16,4,Norgesrunde,Lag,1126,,Ullensaker Bueskytterklubb,"Lilje Marie Melby-Stoje, Linus Aleksander Frøhaug",2025-09-05,https://rekord.bueskyting.no/rekord.php?rundeid=4&divisjon=Recurve
Recurve,Mix2 U18,4,Norgesrunde,Lag,1009,,Lillestrøm & Omegn Bueskyttere,"Astrid Mykkeltveit, Even Wiechert",2025-09-05,https://rekord.bueskyting.no/rekord.php?rundeid=4&divisjon=Recurve
Recurve,Mix2 U21,4,Norgesrunde,Lag,1009,,Lillestrøm & Omegn Bueskyttere,"Astrid Mykkeltveit, Even Wiechert",2025-09-05,https://rekord.bueskyting.no/rekord.php?rundeid=4&divisjon=Recurve
Recurve,Damer 50,5,1440-runde,30m,333,Stine Nygaard,Fredrikstad Bueskyttere,,2014-06-10,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Recurve
Recurve,Damer 50,5,1440-runde,40m,288,Nina Gundersen,Sandefjord Bueskyttere,,2014-06-17,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Recurve
Recurve,Damer 50,5,1440-runde,50m,297,Bente Larsen,Havørn/Senjahopen UIL,,2017-07-04,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Recurve
Recurve,Damer 50,5,1440-runde,60m,311,Stine Nygaard,Fredrikstad Bueskyttere,,2014-06-10,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Recurve
Recurve,Damer 50,5,1440-runde,Lag,3260,,Sandefjord Bueskyttere,"Nina Gundersen, Inger Sandbæk, Wenche Bøe",2014-06-17,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Recurve
Recurve,Damer 50,5,1440-runde,Total,1153,Nina Gundersen,Sandefjord Bueskyttere,,2014-06-17,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Recurve
Recurve,Damer Senior,5,1440-runde,30m,353,Line B. Ridderstrøm,Klepp Bueskyttere,,2018-03-05,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Recurve
Recurve,Damer Senior,5,1440-runde,50m,331,Wenche Hess,Horten Bueskyttere,,1998-06-17,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Recurve
Recurve,Damer Senior,5,1440-runde,60m,342,Wenche Hess,Horten Bueskyttere,,1998-07-26,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Recurve
Recurve,Damer Senior,5,1440-runde,70m,322,Wenche Hess,Horten Bueskyttere,,1998-06-17,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Recurve
Recurve,Damer Senior,5,1440-runde,90m,259,Line B. Ridderstrøm,Klepp Bueskyttere,,2020-08-11,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Recurve
Recurve,Damer Senior,5,1440-runde,Lag,3317,,Ramnes IF,"V. Stigen, T. Stigen, Dagny Severinsen",1992-06-14,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Recurve
Recurve,Damer Senior,5,1440-runde,Total,1331,Wenche Hess,Horten Bueskyttere,,1998-06-17,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Recurve
Recurve,Damer Senior,5,1440-runde,Total 90m,1173,Line B. Ridderstrøm,Klepp Bueskyttere,,2020-08-11,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Recurve
Recurve,Damer U18,5,1440-runde,30m,350,Katrine Hillestad,Stavanger Bueskyttere,,2017-06-13,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Recurve
Recurve,Damer U18,5,1440-runde,40m,313,Katrine Hillestad,Stavanger Bueskyttere,,2018-03-05,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Recurve
Recurve,Damer U18,5,1440-runde,50m,330,Katrine Hillestad,Stavanger Bueskyttere,,2018-03-05,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Recurve
Recurve,Damer U18,5,1440-runde,60m,327,Katrine Hillestad,Stavanger Bueskyttere,,2017-06-13,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Recurve
Recurve,Damer U18,5,1440-runde,Lag,3295,,Stavanger Bueskyttere,"Dina Krabbe-Knudsen, Helene F. Svensen, Lotte Albertsen",2014-06-17,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Recurve
Recurve,Damer U18,5,1440-runde,Total,1307,Katrine Hillestad,Stavanger Bueskyttere,,2018-03-05,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Recurve
Recurve,Damer U21,5,1440-runde,30m,350,Katrine Hillestad,Stavanger Bueskyttere,,2017-06-13,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Recurve
Recurve,Damer U21,5,1440-runde,50m,331,Katrine Hillestad,Stavanger Bueskyttere,,2017-06-13,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Recurve
Recurve,Damer U21,5,1440-runde,60m,327,Katrine Hillestad,Stavanger Bueskyttere,,2017-06-13,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Recurve
Recurve,Damer U21,5,1440-runde,70m,321,Katrine Hillestad,Stavanger Bueskyttere,,2017-06-13,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Recurve
Recurve,Damer U21,5,1440-runde,Lag,2995,,Aurskog-Høland Bueskyttere,"Hilde Østvold, Hilde Hammer, Line Østvold",1986-08-16,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Recurve
Recurve,Damer U21,5,1440-runde,Total,1329,Katrine Hillestad,Stavanger Bueskyttere,,2017-06-13,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Recurve
Recurve,Gutter U16,5,1440-runde,20m,352,Sondre Mølslett,Tustna IL - Bueskyttergruppe,,2014-08-06,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Recurve
Recurve,Gutter U16,5,1440-runde,30m,333,Hans Kristian Haakonsen,Skudeneshavn Bueskytterklubb,,2018-08-14,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Recurve
Recurve,Gutter U16,5,1440-runde,40m,336,Anders Faugstad,Stavanger Bueskyttere,,2014-06-17,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Recurve
Recurve,Gutter U16,5,1440-runde,50m,329,Sondre Mølslett,Tustna IL - Bueskyttergruppe,,2014-08-06,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Recurve
Recurve,Gutter U16,5,1440-runde,Lag,3026,,Fana Bueskytterklubb,"Håkon S. Johnsen, Asbjørn Olav Orvedal, Karl-Ludvik Tøsdal",2016-06-07,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Recurve
Recurve,Gutter U16,5,1440-runde,Total,1341,Sondre Mølslett,Tustna IL - Bueskyttergruppe,,2014-08-06,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Recurve
Recurve,Herrer 50,5,1440-runde,30m,348,Sigmund Lindberget,Elverum Bueskyttere,,2008-05-31,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Recurve
Recurve,Herrer 50,5,1440-runde,50m,321,Sigmund Lindberget,Elverum Bueskyttere,,2012-07-24,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Recurve
Recurve,Herrer 50,5,1440-runde,60m,325,Jan Askeland,Sandefjord Bueskyttere,,2014-06-17,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Recurve
Recurve,Herrer 50,5,1440-runde,70m,327,Ken Henry Tesaker,Stavanger Bueskyttere,,2013-06-30,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Recurve
Recurve,Herrer 50,5,1440-runde,Lag,3449,,Klepp Bueskyttere,"Martin Figved, Norulf Åmås, Torbjørn Hadland",2006-06-04,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Recurve
Recurve,Herrer 50,5,1440-runde,Total,1261,Sigmund Lindberget,Elverum Bueskyttere,,2019-07-23,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Recurve
Recurve,Herrer Senior,5,1440-runde,30m,358,Martinus Grov,Førde Bogeskyttarklubb,,1992-06-06,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Recurve
Recurve,Herrer Senior,5,1440-runde,50m,343,Martinus Grov,Førde Bogeskyttarklubb,,1992-06-06,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Recurve
Recurve,Herrer Senior,5,1440-runde,70m,340,Martinus Grov,Førde Bogeskyttarklubb,,1991-08-18,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Recurve
Recurve,Herrer Senior,5,1440-runde,90m,326,Martinus Grov,Førde Bogeskyttarklubb,,1997-07-12,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Recurve
